gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group C,high school,free/reduced,completed,61,60,60
female,group A,associate's degree,standard,none,78,76,82
male,group D,bachelor's degree,standard,none,53,53,55
male,group B,some college,standard,none,73,68,70
female,group D,some college,standard,none,58,63,68
male,group C,some college,standard,none,88,77,81
male,group C,bachelor's degree,free/reduced,none,56,51,50
female,group D,associate's degree,standard,completed,74,86,85
female,group C,some college,standard,none,67,81,80
female,group B,associate's degree,standard,completed,78,84,86
female,group B,some college,standard,none,36,42,44
male,group B,some college,standard,none,77,84,80
male,group A,bachelor's degree,standard,none,67,67,61
male,group C,some college,standard,none,39,34,32
female,group D,some high school,free/reduced,completed,65,64,70
male,group D,high school,standard,completed,56,51,49
female,group D,some college,free/reduced,completed,68,86,93
male,group D,high school,standard,none,77,68,69
male,group B,associate's degree,free/reduced,none,44,44,40
female,group C,high school,standard,completed,88,98,100
male,group B,master's degree,free/reduced,none,71,76,76
female,group B,some college,free/reduced,none,46,64,55
male,group D,associate's degree,free/reduced,none,36,29,32
male,group C,some college,standard,none,60,57,53
female,group C,associate's degree,standard,completed,65,66,74
female,group D,some college,standard,none,90,98,100
male,group A,high school,standard,none,63,60,49
female,group E,some college,standard,none,85,75,78
male,group B,high school,free/reduced,completed,75,74,71
female,group E,some college,standard,none,71,83,77
female,group B,associate's degree,standard,completed,79,95,99
female,group C,bachelor's degree,standard,completed,56,74,75
male,group C,high school,free/reduced,none,55,51,51
male,group B,associate's degree,standard,none,74,75,69
male,group C,some college,free/reduced,none,36,38,33
female,group B,associate's degree,free/reduced,completed,57,76,68
female,group C,some college,free/reduced,none,43,63,58
male,group C,associate's degree,standard,none,49,49,40
male,group C,some college,free/reduced,completed,85,87,81
female,group C,bachelor's degree,standard,none,88,92,90
male,group A,bachelor's degree,standard,completed,87,82,88
female,group C,bachelor's degree,free/reduced,completed,79,98,97
female,group B,high school,standard,none,74,74,75
male,group D,high school,free/reduced,none,67,74,62
male,group B,high school,free/reduced,none,41,52,38
female,group C,some college,standard,none,73,69,70
female,group A,associate's degree,standard,completed,66,75,77
male,group E,some high school,free/reduced,none,60,60,52
female,group A,some high school,standard,none,61,69,68
male,group E,associate's degree,free/reduced,none,65,62,51
male,group C,some college,free/reduced,completed,87,86,82
female,group C,associate's degree,standard,none,81,87,86
female,group D,some college,standard,none,58,60,64
male,group C,some high school,standard,none,71,67,57
female,group E,some high school,standard,none,67,76,67
male,group E,some college,free/reduced,none,74,74,69
male,group C,associate's degree,standard,none,57,48,52
female,group D,associate's degree,standard,none,88,97,100
female,group C,associate's degree,free/reduced,completed,51,69,76
female,group B,some high school,standard,none,77,88,87
female,group D,some college,free/reduced,completed,56,72,79
male,group E,some high school,free/reduced,none,81,81,76
female,group B,some high school,standard,none,75,88,82
male,group C,associate's degree,free/reduced,none,58,64,60
male,group C,bachelor's degree,standard,none,65,65,58
female,group C,some high school,standard,none,57,69,57
female,group E,associate's degree,standard,none,89,84,84
male,group C,master's degree,standard,completed,60,56,62
male,group A,some high school,standard,none,83,67,65
male,group B,bachelor's degree,free/reduced,none,38,47,37
female,group C,some college,standard,none,81,80,79
female,group C,some college,standard,none,54,70,66
female,group C,bachelor's degree,free/reduced,completed,35,45,52
male,group C,some college,standard,none,64,51,60
female,group C,associate's degree,standard,completed,97,100,100
female,group E,some high school,standard,none,89,96,92
male,group B,some college,standard,completed,70,75,70
female,group B,associate's degree,standard,completed,35,53,53
female,group D,high school,standard,completed,93,100,100
male,group C,some college,standard,none,79,61,65
female,group B,master's degree,free/reduced,none,49,60,63
female,group C,some high school,free/reduced,completed,34,49,51
female,group D,associate's degree,free/reduced,none,80,80,90
male,group D,some college,standard,none,91,95,89
male,group C,some high school,standard,none,75,77,69
female,group C,associate's degree,standard,none,52,59,61
male,group B,master's degree,standard,completed,89,85,93
male,group E,some high school,free/reduced,none,75,57,53
male,group D,high school,standard,none,91,73,70
female,group A,associate's degree,free/reduced,none,54,64,63
female,group A,associate's degree,free/reduced,completed,47,76,68
male,group D,master's degree,free/reduced,completed,76,82,79
female,group E,high school,standard,none,88,91,96
male,group C,master's degree,standard,none,60,55,52
male,group D,associate's degree,free/reduced,completed,71,74,74
male,group B,associate's degree,standard,completed,71,64,69
male,group D,some college,standard,completed,78,65,75
male,group B,master's degree,standard,none,63,51,54
male,group D,associate's degree,free/reduced,completed,55,54,53
female,group B,associate's degree,standard,none,61,61,66
male,group D,associate's degree,standard,none,72,68,67
female,group B,high school,standard,none,68,70,67
female,group B,high school,standard,completed,79,89,92
male,group C,bachelor's degree,free/reduced,none,63,60,55
male,group E,high school,free/reduced,none,46,47,41
female,group D,high school,free/reduced,none,67,74,67
male,group E,some college,standard,none,84,67,68
female,group D,bachelor's degree,standard,none,82,82,83
male,group B,associate's degree,standard,none,97,85,81
female,group E,associate's degree,standard,none,89,87,88
female,group B,associate's degree,standard,completed,41,50,53
male,group E,associate's degree,free/reduced,none,71,56,55
female,group C,bachelor's degree,standard,none,73,81,84
female,group D,high school,free/reduced,completed,54,74,74
male,group E,bachelor's degree,standard,none,74,69,66
female,group C,some high school,standard,completed,62,80,74
female,group D,associate's degree,standard,none,64,75,74
female,group C,some high school,standard,completed,58,79,78
male,group C,some high school,free/reduced,none,64,68,66
male,group B,master's degree,standard,none,50,45,42
male,group C,some college,standard,none,93,86,82
female,group E,bachelor's degree,standard,none,79,89,89
female,group C,bachelor's degree,free/reduced,completed,48,66,63
male,group D,some college,standard,completed,78,73,79
female,group C,some high school,standard,completed,62,70,71
male,group B,some college,standard,none,67,71,63
female,group C,some college,free/reduced,none,28,40,45
male,group B,high school,free/reduced,none,60,62,58
male,group C,associate's degree,free/reduced,none,86,76,72
female,group D,some college,free/reduced,completed,85,92,94
female,group B,some high school,standard,none,55,72,68
female,group C,high school,free/reduced,none,40,51,52
female,group D,bachelor's degree,free/reduced,none,63,75,76
male,group E,some college,standard,none,85,65,70
male,group C,associate's degree,free/reduced,completed,44,41,44
female,group B,bachelor's degree,standard,none,41,41,48
female,group B,associate's degree,standard,none,66,77,72
female,group D,associate's degree,free/reduced,none,51,72,71
male,group D,associate's degree,standard,none,94,93,87
female,group A,high school,free/reduced,none,51,59,60
female,group B,high school,standard,none,71,74,75
male,group C,associate's degree,standard,none,74,72,68
female,group E,high school,free/reduced,none,51,57,56
female,group C,high school,free/reduced,completed,39,56,54
male,group C,associate's degree,free/reduced,completed,59,65,66
female,group D,some college,free/reduced,none,80,93,92
female,group D,some high school,standard,completed,52,56,56
female,group D,associate's degree,standard,none,60,68,67
male,group B,some high school,free/reduced,none,44,37,37
female,group B,some college,standard,none,70,78,76
male,group E,bachelor's degree,standard,none,67,61,53
female,group D,some college,free/reduced,none,57,68,66
female,group C,some high school,standard,none,54,68,66
female,group D,some college,free/reduced,none,46,56,57
male,group C,bachelor's degree,standard,none,79,69,65
male,group B,high school,standard,none,67,74,63
male,group A,some high school,standard,none,59,50,52
female,group B,bachelor's degree,standard,completed,98,100,100
female,group A,high school,standard,none,54,72,66
female,group B,associate's degree,standard,none,38,49,49
male,group D,some college,free/reduced,none,49,53,51
female,group D,some college,free/reduced,completed,56,69,78
male,group C,some college,standard,none,78,66,63
male,group A,some high school,free/reduced,completed,73,79,77
male,group E,high school,standard,none,82,72,64
female,group C,some high school,standard,none,42,57,52
female,group E,bachelor's degree,standard,none,87,82,86
male,group B,bachelor's degree,free/reduced,none,62,61,57
male,group C,bachelor's degree,standard,completed,61,63,67
female,group C,high school,standard,none,48,59,54
female,group C,high school,standard,none,75,78,73
female,group D,bachelor's degree,free/reduced,completed,73,99,95
male,group E,high school,free/reduced,none,69,55,53
female,group D,high school,standard,none,41,46,52
female,group E,some college,free/reduced,none,37,49,50
female,group B,associate's degree,free/reduced,completed,83,89,84
female,group C,bachelor's degree,free/reduced,completed,38,62,60
male,group C,some college,free/reduced,none,58,58,55
male,group C,bachelor's degree,standard,completed,78,79,77
female,group C,some college,standard,completed,56,67,76
female,group D,master's degree,free/reduced,none,84,96,98
male,group E,some high school,standard,none,87,84,82
female,group B,associate's degree,standard,none,62,68,74
female,group B,associate's degree,standard,completed,52,61,67
male,group C,bachelor's degree,free/reduced,completed,84,85,80
male,group C,associate's degree,standard,none,68,64,59
male,group A,associate's degree,standard,none,92,76,83
female,group D,high school,standard,none,68,69,68
female,group D,some college,standard,none,71,75,81
male,group B,some high school,free/reduced,none,61,68,68
female,group C,some college,standard,none,44,57,57
female,group C,master's degree,free/reduced,none,60,67,73
male,group C,master's degree,free/reduced,completed,77,72,76
male,group B,high school,standard,none,50,37,31
female,group B,some college,standard,none,67,64,72
female,group E,associate's degree,standard,completed,77,82,86
male,group C,associate's degree,standard,none,68,57,55
female,group C,high school,free/reduced,none,54,59,63
male,group D,high school,standard,completed,76,66,69
male,group D,some college,free/reduced,completed,42,42,38
female,group B,bachelor's degree,standard,none,50,63,51
female,group D,some college,free/reduced,none,59,67,69
male,group D,some college,standard,completed,100,100,100
female,group C,high school,standard,none,63,76,68
female,group A,high school,free/reduced,none,27,38,41
female,group B,bachelor's degree,standard,none,54,61,60
male,group D,high school,free/reduced,none,76,77,71
female,group B,associate's degree,free/reduced,completed,60,79,77
male,group C,high school,free/reduced,none,78,75,68
male,group E,some college,standard,none,60,51,49
male,group C,high school,free/reduced,none,60,56,48
male,group C,some high school,free/reduced,none,45,41,36
male,group A,associate's degree,free/reduced,none,76,64,60
male,group D,master's degree,standard,completed,62,66,63
female,group C,associate's degree,standard,none,64,72,70
male,group C,high school,standard,none,62,47,46
female,group C,some college,standard,none,43,61,58
male,group D,some college,standard,none,67,69,60
female,group A,some high school,standard,completed,77,89,89
male,group B,associate's degree,standard,completed,86,85,86
female,group E,some high school,standard,none,62,65,57
male,group C,associate's degree,standard,none,61,53,50
female,group A,high school,free/reduced,completed,53,62,66
female,group E,bachelor's degree,standard,none,81,85,76
male,group E,high school,free/reduced,none,64,59,51
male,group B,associate's degree,standard,none,64,53,45
female,group C,some college,free/reduced,none,60,69,68
male,group C,some high school,standard,completed,90,91,85
female,group D,associate's degree,free/reduced,none,54,64,67
female,group C,associate's degree,standard,none,56,62,67
male,group D,master's degree,standard,none,75,77,73
female,group B,associate's degree,standard,none,63,60,62
female,group C,some college,standard,none,70,76,80
male,group C,some college,free/reduced,completed,54,55,53
male,group D,some college,free/reduced,none,53,56,52
male,group D,some college,standard,none,46,50,56
male,group C,some college,free/reduced,completed,70,66,71
female,group E,associate's degree,free/reduced,completed,63,62,72
male,group C,high school,standard,completed,74,74,72
male,group D,bachelor's degree,standard,completed,75,83,84
male,group E,associate's degree,standard,none,74,59,59
male,group A,some college,free/reduced,none,58,61,59
female,group C,some high school,standard,none,51,65,60
female,group C,associate's degree,standard,completed,62,73,78
female,group C,associate's degree,free/reduced,completed,73,89,87
male,group E,master's degree,standard,none,100,87,89
female,group E,associate's degree,free/reduced,none,71,76,81
female,group C,bachelor's degree,free/reduced,completed,68,77,79
female,group C,some college,standard,none,81,93,85
male,group C,some college,free/reduced,completed,56,55,47
male,group E,high school,free/reduced,none,40,33,29
female,group C,associate's degree,free/reduced,none,48,55,53
male,group D,some college,standard,none,71,62,66
female,group C,some high school,standard,completed,65,83,74
male,group D,some high school,standard,completed,92,94,93
female,group E,some college,free/reduced,completed,59,77,72
female,group B,associate's degree,standard,none,72,86,83
male,group C,some high school,standard,completed,44,51,48
female,group B,high school,standard,none,33,47,40
male,group D,master's degree,free/reduced,none,46,50,53
female,group E,associate's degree,standard,none,88,90,87
male,group B,bachelor's degree,standard,none,34,16,16
female,group D,some high school,free/reduced,none,63,70,74
male,group C,high school,free/reduced,none,60,64,56
female,group D,some high school,free/reduced,none,54,62,62
female,group D,bachelor's degree,standard,completed,73,90,91
female,group A,associate's degree,free/reduced,completed,49,58,61
male,group D,some college,free/reduced,none,73,69,67
male,group D,some college,free/reduced,completed,57,59,61
male,group C,some high school,free/reduced,none,71,74,66
female,group D,some high school,standard,none,86,87,92
male,group C,some high school,standard,completed,62,73,69
female,group B,high school,standard,none,59,65,66
male,group D,some high school,free/reduced,completed,38,40,46
female,group B,some college,standard,completed,84,90,89
male,group D,associate's degree,standard,none,70,70,66
female,group C,some high school,standard,completed,68,77,76
female,group A,associate's degree,standard,none,71,77,72
male,group B,associate's degree,standard,none,79,72,64
male,group B,high school,free/reduced,completed,44,41,44
male,group C,associate's degree,standard,completed,79,73,76
female,group D,some high school,standard,none,57,71,69
male,group D,associate's degree,free/reduced,completed,68,69,65
male,group E,master's degree,free/reduced,completed,82,63,66
male,group C,associate's degree,free/reduced,none,66,67,64
male,group D,high school,standard,none,66,74,66
female,group E,bachelor's degree,standard,none,97,100,100
male,group C,high school,free/reduced,completed,60,59,64
male,group D,some high school,free/reduced,none,63,52,47
female,group C,some high school,free/reduced,none,42,60,56
male,group D,master's degree,standard,none,70,73,70
female,group B,some high school,standard,completed,63,65,63
female,group D,associate's degree,free/reduced,none,48,49,53
female,group D,some high school,free/reduced,none,51,58,60
male,group C,high school,standard,none,94,79,77
female,group C,bachelor's degree,free/reduced,none,42,56,55
female,group C,some high school,standard,none,81,88,80
female,group D,high school,standard,completed,82,88,89
male,group C,associate's degree,standard,none,79,78,75
female,group A,bachelor's degree,standard,none,59,72,65
female,group A,high school,standard,completed,63,82,75
male,group D,some college,standard,none,91,79,83
female,group A,high school,free/reduced,none,41,51,48
female,group D,some high school,free/reduced,none,69,66,70
male,group C,some college,standard,completed,74,71,72
female,group E,bachelor's degree,free/reduced,completed,72,76,74
male,group B,associate's degree,free/reduced,none,66,71,61
female,group A,some high school,standard,none,71,83,75
male,group D,associate's degree,standard,none,92,77,73
male,group C,associate's degree,standard,none,79,74,75
female,group C,some college,standard,none,84,85,88
female,group A,some high school,free/reduced,completed,65,84,82
female,group C,high school,standard,completed,30,47,46
female,group C,some college,standard,none,81,88,90
male,group C,some college,free/reduced,none,77,77,74
female,group D,some college,free/reduced,none,24,38,40
male,group D,associate's degree,free/reduced,none,71,74,73
female,group C,some high school,standard,completed,85,94,95
male,group D,some college,standard,none,63,59,57
female,group E,bachelor's degree,standard,none,74,74,78
male,group B,associate's degree,standard,completed,100,100,96
female,group D,some college,free/reduced,completed,53,72,76
female,group B,bachelor's degree,free/reduced,none,57,64,71
female,group D,some college,standard,none,90,94,92
female,group E,some high school,free/reduced,none,40,53,45
female,group E,some high school,standard,none,75,70,68
female,group C,some college,free/reduced,none,62,68,59
female,group E,some college,standard,completed,92,100,100
male,group D,high school,free/reduced,completed,56,58,57
female,group D,high school,free/reduced,none,53,72,63
male,group C,high school,standard,completed,82,80,77
male,group D,some high school,standard,completed,73,67,61
female,group D,high school,standard,none,72,85,81
female,group E,associate's degree,standard,none,58,56,59
male,group C,some high school,standard,none,61,56,55
female,group B,bachelor's degree,standard,none,71,70,74
female,group C,bachelor's degree,standard,none,76,81,80
male,group E,associate's degree,free/reduced,none,81,74,69
male,group D,associate's degree,free/reduced,none,56,59,55
male,group C,some college,standard,none,60,61,57
female,group C,associate's degree,free/reduced,none,47,60,54
male,group D,high school,free/reduced,none,56,53,51
male,group C,associate's degree,standard,none,96,84,81
female,group B,high school,standard,completed,80,88,92
male,group C,some college,standard,none,90,87,78
male,group B,high school,standard,none,62,55,49
male,group E,associate's degree,standard,none,100,90,87
male,group C,bachelor's degree,free/reduced,none,67,62,63
female,group C,high school,standard,none,77,82,83
female,group C,associate's degree,free/reduced,none,50,71,68
male,group D,some college,standard,none,66,66,61
male,group C,some high school,standard,none,77,63,54
male,group C,high school,standard,completed,64,61,52
male,group C,high school,free/reduced,none,62,62,62
female,group D,high school,standard,completed,85,92,100
male,group C,bachelor's degree,standard,none,62,56,59
female,group D,some high school,standard,completed,65,57,66
female,group D,high school,standard,completed,58,62,64
female,group E,some high school,free/reduced,none,74,83,79
male,group B,some high school,free/reduced,completed,18,21,21
male,group E,some high school,standard,completed,92,87,87
female,group E,some high school,free/reduced,none,59,67,58
male,group C,some high school,free/reduced,none,42,31,31
male,group A,bachelor's degree,standard,none,82,75,79
male,group D,associate's degree,free/reduced,none,82,85,77
male,group C,associate's degree,standard,none,70,77,70
male,group C,bachelor's degree,free/reduced,none,51,48,53
male,group C,some college,standard,none,71,71,70
male,group C,associate's degree,standard,completed,81,82,79
female,group C,associate's degree,standard,none,72,79,76
female,group D,associate's degree,standard,none,77,88,82
female,group D,master's degree,free/reduced,none,42,62,66
female,group C,associate's degree,standard,none,48,66,60
female,group B,some high school,free/reduced,none,58,62,71
male,group D,high school,free/reduced,none,78,73,69
male,group C,high school,free/reduced,none,71,57,55
female,group A,associate's degree,free/reduced,completed,66,78,77
female,group B,some college,standard,completed,91,86,89
male,group C,associate's degree,free/reduced,none,73,69,69
male,group A,associate's degree,standard,completed,68,57,61
female,group B,some college,free/reduced,none,61,74,76
male,group B,some high school,standard,none,75,73,71
female,group E,some college,standard,none,97,99,96
male,group D,high school,free/reduced,completed,86,94,86
male,group B,bachelor's degree,standard,none,65,65,58
male,group D,some high school,standard,none,47,47,40
male,group E,associate's degree,standard,none,83,77,69
male,group D,high school,standard,completed,60,48,59
male,group D,associate's degree,standard,none,49,51,54
male,group E,master's degree,standard,completed,96,85,79
male,group D,high school,standard,completed,53,51,49
female,group C,bachelor's degree,standard,none,87,100,98
male,group E,some high school,standard,completed,76,71,69
male,group B,high school,standard,none,71,67,54
female,group C,some high school,standard,none,79,80,81
male,group B,master's degree,standard,none,29,24,27
female,group E,associate's degree,free/reduced,none,57,69,68
female,group D,some college,standard,completed,90,90,93
male,group D,associate's degree,free/reduced,none,73,74,68
female,group A,some high school,standard,none,47,51,53
male,group D,some high school,standard,none,93,85,82
female,group E,high school,standard,completed,86,94,89
female,group D,some college,free/reduced,none,54,61,62
female,group D,bachelor's degree,standard,none,78,83,87
male,group D,some college,free/reduced,completed,64,72,75
female,group C,high school,free/reduced,completed,51,64,66
female,group B,high school,standard,completed,83,98,96
male,group C,associate's degree,standard,none,70,73,58
female,group C,associate's degree,standard,none,83,78,85
female,group C,some college,standard,completed,78,92,89
male,group B,high school,free/reduced,none,57,59,57
male,group E,associate's degree,standard,none,94,84,80
female,group D,associate's degree,free/reduced,none,81,87,89
female,group C,master's degree,standard,none,79,86,79
female,group C,some college,free/reduced,none,50,60,53
male,group D,associate's degree,standard,none,63,66,59
male,group E,high school,standard,none,76,71,67
female,group A,associate's degree,standard,none,51,64,62
female,group B,associate's degree,standard,none,38,57,48
male,group E,some college,standard,none,96,90,89
male,group D,associate's degree,free/reduced,completed,57,42,60
male,group B,some college,standard,none,67,57,57
female,group A,associate's degree,standard,none,62,71,69
female,group C,some high school,free/reduced,none,71,85,77
female,group B,some high school,free/reduced,completed,59,66,58
female,group E,some high school,standard,none,72,83,78
male,group C,associate's degree,free/reduced,none,62,61,55
male,group C,some high school,free/reduced,none,57,48,49
female,group D,some high school,standard,none,34,48,45
female,group D,high school,standard,none,72,86,78
male,group B,associate's degree,standard,completed,69,62,69
female,group C,associate's degree,standard,none,75,78,83
male,group E,master's degree,standard,none,75,61,58
female,group D,high school,standard,none,68,76,78
female,group C,master's degree,standard,none,95,100,99
male,group D,some high school,free/reduced,none,65,62,56
male,group E,some college,standard,none,55,44,47
female,group E,some college,free/reduced,none,71,85,84
male,group C,associate's degree,standard,completed,62,59,61
male,group B,some high school,standard,completed,82,81,75
female,group D,some high school,standard,none,63,77,81
female,group C,associate's degree,free/reduced,none,65,79,74
female,group B,bachelor's degree,free/reduced,completed,57,74,78
male,group C,some high school,free/reduced,none,36,49,42
male,group E,some college,standard,completed,82,75,79
male,group E,some high school,standard,completed,79,75,71
male,group C,high school,free/reduced,none,54,56,60
male,group D,some college,free/reduced,none,45,41,38
female,group D,high school,free/reduced,completed,38,37,44
female,group D,some college,standard,completed,65,79,89
male,group C,bachelor's degree,free/reduced,none,68,68,68
male,group D,associate's degree,standard,none,78,82,73
female,group C,bachelor's degree,standard,none,65,77,80
male,group C,some high school,standard,none,85,80,74
male,group C,some college,standard,none,93,84,83
male,group D,high school,standard,none,70,65,65
male,group C,some college,free/reduced,none,78,75,68
male,group D,high school,standard,none,77,77,78
female,group D,associate's degree,standard,none,67,74,75
female,group D,associate's degree,free/reduced,none,75,95,91
female,group B,some high school,free/reduced,none,58,71,66
female,group D,some college,standard,none,77,74,74
male,group C,associate's degree,standard,none,72,69,61
female,group B,high school,free/reduced,none,46,70,67
male,group E,high school,standard,none,85,70,63
female,group C,some high school,standard,none,68,79,80
male,group D,some college,standard,none,85,79,81
female,group B,some college,standard,none,63,78,77
female,group B,high school,standard,none,67,76,69
male,group D,some high school,free/reduced,none,58,56,52
male,group D,associate's degree,standard,none,87,73,73
female,group C,some college,standard,completed,73,77,81
female,group C,some college,standard,none,66,82,77
male,group B,bachelor's degree,standard,completed,86,86,79
male,group C,some college,standard,none,78,74,72
male,group B,master's degree,standard,none,98,87,85
female,group D,associate's degree,standard,none,52,71,68
female,group C,some college,free/reduced,completed,51,58,64
male,group A,associate's degree,standard,none,53,46,46
female,group E,high school,standard,none,66,79,81
female,group B,bachelor's degree,free/reduced,none,32,46,42
female,group A,high school,standard,completed,85,89,88
male,group D,some high school,standard,none,82,82,81
male,group E,associate's degree,free/reduced,completed,87,91,85
female,group C,some college,standard,completed,54,68,75
male,group E,bachelor's degree,standard,completed,98,84,88
male,group C,associate's degree,free/reduced,completed,77,85,83
female,group C,associate's degree,standard,none,75,90,86
male,group B,associate's degree,free/reduced,none,77,81,73
female,group C,bachelor's degree,standard,none,86,90,86
female,group C,associate's degree,standard,completed,69,75,78
male,group D,some high school,standard,none,76,66,67
female,group E,some college,free/reduced,none,77,87,82
female,group E,high school,standard,none,93,97,95
male,group B,bachelor's degree,standard,completed,68,74,73
male,group B,high school,standard,none,87,72,79
male,group B,high school,standard,none,47,46,48
male,group D,some college,free/reduced,none,75,66,67
male,group A,associate's degree,free/reduced,none,39,49,46
male,group C,associate's degree,free/reduced,none,77,89,80
male,group C,associate's degree,free/reduced,completed,68,71,73
female,group B,associate's degree,standard,none,60,63,65
male,group B,some high school,free/reduced,none,51,46,45
male,group C,high school,free/reduced,none,48,39,36
female,group D,high school,standard,none,69,78,81
male,group C,some college,standard,completed,63,60,58
female,group D,some college,free/reduced,completed,90,92,95
male,group C,associate's degree,standard,completed,68,81,81
male,group D,high school,free/reduced,none,50,61,57
male,group B,high school,free/reduced,none,47,41,33
female,group E,associate's degree,standard,completed,77,88,83
female,group C,some high school,standard,completed,46,66,64
female,group D,high school,free/reduced,completed,41,60,67
male,group E,some college,free/reduced,completed,57,41,48
male,group E,bachelor's degree,free/reduced,none,61,67,66
female,group C,high school,standard,completed,62,81,79
female,group B,some high school,standard,completed,58,75,76
female,group C,associate's degree,standard,completed,62,69,64
male,group B,associate's degree,standard,completed,87,84,91
male,group A,high school,free/reduced,completed,66,74,71
male,group C,some college,standard,none,91,80,76
female,group D,some college,free/reduced,none,57,68,74
female,group C,associate's degree,standard,completed,85,98,100
female,group C,some high school,standard,none,69,84,79
male,group C,some college,standard,none,66,66,65
female,group E,associate's degree,free/reduced,none,64,76,73
male,group C,high school,standard,completed,50,56,49
male,group C,some high school,standard,none,69,77,63
female,group C,master's degree,free/reduced,none,61,69,74
male,group C,high school,free/reduced,none,71,72,67
female,group A,bachelor's degree,standard,none,75,84,82
female,group E,bachelor's degree,standard,completed,75,81,83
male,group B,bachelor's degree,free/reduced,completed,67,75,79
female,group D,some college,standard,completed,76,87,90
male,group B,some college,free/reduced,none,48,45,46
male,group B,some high school,standard,none,80,63,65
male,group C,associate's degree,free/reduced,none,77,79,72
male,group A,some college,free/reduced,none,43,42,42
female,group B,bachelor's degree,free/reduced,none,80,86,92
female,group B,high school,standard,none,39,48,46
male,group B,high school,free/reduced,none,73,70,68
male,group C,some college,standard,completed,78,90,86
female,group B,high school,standard,none,61,71,75
male,group D,bachelor's degree,standard,none,74,67,68
male,group B,associate's degree,free/reduced,none,60,52,51
male,group A,some high school,standard,none,78,73,76
female,group C,high school,standard,completed,62,70,74
female,group E,high school,standard,completed,86,100,100
female,group C,master's degree,free/reduced,none,75,82,81
female,group D,high school,standard,completed,64,72,77
male,group D,some high school,standard,none,54,52,48
male,group C,master's degree,standard,none,72,74,69
male,group C,high school,standard,none,63,72,63
male,group E,some high school,free/reduced,completed,70,63,65
female,group B,associate's degree,standard,none,53,61,57
female,group B,some college,standard,none,61,61,62
male,group A,high school,standard,completed,89,86,78
male,group E,master's degree,free/reduced,completed,88,87,94
male,group C,high school,standard,none,58,49,50
female,group D,high school,free/reduced,none,62,80,71
female,group D,some high school,free/reduced,none,58,76,76
female,group E,bachelor's degree,standard,none,79,78,79
male,group E,bachelor's degree,free/reduced,completed,69,68,72
male,group C,some college,standard,none,83,80,76
female,group E,bachelor's degree,standard,none,91,86,89
male,group C,bachelor's degree,free/reduced,none,47,40,38
male,group B,some college,standard,none,56,70,67
female,group D,some high school,free/reduced,none,56,62,62
male,group A,some high school,free/reduced,completed,53,42,42
female,group A,some high school,free/reduced,completed,74,86,90
female,group C,high school,standard,none,56,70,68
female,group A,some college,free/reduced,completed,64,80,78
male,group C,some college,free/reduced,none,62,54,52
female,group B,associate's degree,standard,none,83,99,91
female,group C,some high school,standard,none,21,32,30
male,group C,some college,free/reduced,none,56,43,44
male,group D,some high school,standard,completed,97,88,89
male,group D,associate's degree,standard,completed,87,83,90
female,group E,high school,free/reduced,none,71,86,80
female,group D,high school,free/reduced,none,67,77,65
female,group D,some college,free/reduced,completed,63,79,77
female,group E,associate's degree,standard,none,86,100,100
male,group D,associate's degree,free/reduced,none,63,56,55
male,group B,associate's degree,free/reduced,completed,29,43,37
female,group E,bachelor's degree,standard,none,98,100,98
female,group D,high school,standard,completed,56,69,65
male,group D,some high school,standard,none,68,57,53
male,group B,bachelor's degree,free/reduced,none,69,61,58
female,group C,some high school,free/reduced,none,45,63,51
female,group C,some college,standard,completed,62,74,78
female,group E,master's degree,standard,none,88,86,87
female,group B,some high school,standard,none,50,61,60
female,group E,some high school,standard,none,94,90,90
male,group B,bachelor's degree,free/reduced,none,72,69,63
male,group B,high school,standard,none,80,76,68
male,group C,high school,standard,none,62,52,53
female,group C,bachelor's degree,standard,completed,76,88,84
female,group C,master's degree,standard,none,79,88,91
female,group C,some college,standard,none,65,67,66
female,group E,some college,free/reduced,completed,59,77,70
female,group C,some high school,standard,completed,59,73,66
male,group B,some college,standard,completed,88,84,87
female,group D,associate's degree,free/reduced,none,57,64,67
male,group C,associate's degree,free/reduced,none,57,63,57
female,group D,some college,standard,none,65,62,68
female,group C,bachelor's degree,standard,completed,99,100,100
male,group D,associate's degree,standard,none,63,67,66
male,group D,some college,standard,none,63,58,54
female,group D,some college,standard,none,63,72,71
male,group C,some college,standard,none,55,49,43
male,group D,bachelor's degree,standard,none,87,78,80
male,group D,bachelor's degree,standard,none,85,78,71
female,group B,some high school,free/reduced,completed,48,59,61
female,group D,some college,standard,completed,68,74,78
female,group C,bachelor's degree,standard,none,59,67,60
male,group B,bachelor's degree,standard,completed,76,72,74
female,group E,some high school,standard,completed,86,94,92
male,group C,some college,standard,none,69,68,65
female,group C,bachelor's degree,standard,none,77,90,93
male,group B,some high school,standard,completed,62,50,50
male,group A,some high school,standard,completed,67,77,80
male,group C,some college,standard,none,66,59,57
male,group B,master's degree,standard,none,62,67,60
female,group C,associate's degree,standard,completed,81,89,94
male,group D,bachelor's degree,standard,none,78,66,67
female,group A,bachelor's degree,standard,none,69,73,71
female,group B,high school,free/reduced,none,48,56,49
female,group E,some high school,free/reduced,completed,86,91,90
female,group C,associate's degree,free/reduced,completed,62,78,79
female,group C,high school,standard,none,58,66,60
male,group A,high school,standard,none,78,74,64
female,group B,some high school,free/reduced,completed,53,72,74
